n,degF,degG,degMAX,degOUT,tINITIALISE,tEVALUATE,tMULTIPLY,tCONSTRUCT,tRETURN,tTOTAL,CORRECTNESS
99999999999973,1023,1023,1023,2046,0,15,0,162,0,179,1
99999999999973,1023,1023,1023,2046,0,14,0,161,0,176,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,165,0,181,1
99999999999973,1023,1023,1023,2046,0,16,0,165,0,183,1
99999999999973,1023,1023,1023,2046,0,15,0,164,0,180,1
99999999999973,1023,1023,1023,2046,0,15,0,161,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,163,0,179,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,177,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,161,0,177,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,177,1
99999999999973,1023,1023,1023,2046,0,14,0,160,0,175,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,177,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,164,0,180,1
99999999999973,1023,1023,1023,2046,0,15,0,166,0,183,1
99999999999973,1023,1023,1023,2046,0,15,0,164,0,180,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,177,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,14,0,162,0,178,1
99999999999973,1023,1023,1023,2046,0,15,0,162,0,179,1
99999999999973,1023,1023,1023,2046,0,14,0,163,0,179,1
99999999999973,1023,1023,1023,2046,0,15,0,169,0,185,1
99999999999973,1023,1023,1023,2046,0,15,0,170,0,187,1
99999999999973,1023,1023,1023,2046,0,15,0,165,0,182,1
99999999999973,1023,1023,1023,2046,0,15,0,169,0,185,1
99999999999973,1023,1023,1023,2046,0,15,0,167,0,184,1
99999999999973,1023,1023,1023,2046,0,15,0,169,0,186,1
99999999999973,1023,1023,1023,2046,0,15,0,168,0,185,1
99999999999973,1023,1023,1023,2046,0,15,0,163,0,180,1
99999999999973,1023,1023,1023,2046,0,15,0,163,0,179,1
99999999999973,1023,1023,1023,2046,0,16,0,169,0,187,1
99999999999973,1023,1023,1023,2046,0,15,0,168,0,185,1
1003026954441829,0,1,1,1,0,0,0,0,0,0,1
1003026954441829,1,1,1,2,0,0,0,0,0,0,1
1003026954441829,2,2,2,4,0,0,0,0,0,0,1
1003026954441829,1,4,4,5,0,0,0,0,0,0,1
1003026954441829,4,4,4,8,0,0,0,0,0,0,1
1003026954441829,8,8,8,16,0,0,0,0,0,0,1
1003026954441829,16,16,16,32,0,0,0,0,0,0,1
1003026954441829,5,32,32,37,0,0,0,0,0,0,1
1003026954441829,32,32,32,64,0,0,0,0,0,0,1
1003026954441829,37,64,64,101,0,0,0,0,0,0,1
1003026954441829,64,64,64,128,0,0,0,1,0,1,1
1003026954441829,128,128,128,256,0,0,0,3,0,3,1
1003026954441829,256,256,256,512,0,1,0,12,0,13,1
1003026954441829,512,512,512,1024,0,4,0,45,0,50,1
1003026954441829,101,1024,1024,1125,0,8,0,54,0,63,1
1003026954441829,1024,1024,1024,2048,0,16,0,175,0,192,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1125,1187,1187,2312,0,20,1,220,0,242,1
1003026954441829,1187,1187,1187,2374,0,21,1,230,0,254,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,22,1,234,0,257,1
1003026954441829,1187,1187,1187,2374,0,21,1,235,0,259,1
1003026954441829,1187,1187,1187,2374,0,22,1,237,0,261,1
1003026954441829,1187,1187,1187,2374,0,21,1,241,0,264,1
1003026954441829,1187,1187,1187,2374,0,21,1,239,0,262,1
1003026954441829,1187,1187,1187,2374,0,21,1,241,0,264,1
1003026954441829,1187,1187,1187,2374,0,21,1,243,0,266,1
1003026954441829,1187,1187,1187,2374,0,21,1,236,0,259,1
1003026954441829,1187,1187,1187,2374,0,20,1,235,0,257,1
1003026954441829,1187,1187,1187,2374,0,20,1,233,0,255,1
1003026954441829,1187,1187,1187,2374,0,22,1,230,0,254,1
1003026954441829,1187,1187,1187,2374,0,20,1,235,0,257,1
1003026954441829,1187,1187,1187,2374,0,20,1,228,0,250,1
1003026954441829,1187,1187,1187,2374,0,20,1,230,0,253,1
1003026954441829,1187,1187,1187,2374,0,22,1,232,0,255,1
1003026954441829,1187,1187,1187,2374,0,20,1,234,0,256,1
1003026954441829,1187,1187,1187,2374,0,20,1,235,0,257,1
1003026954441829,1187,1187,1187,2374,0,21,1,234,0,257,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,20,1,238,0,260,1
1003026954441829,1187,1187,1187,2374,0,21,1,237,0,260,1
1003026954441829,1187,1187,1187,2374,0,22,1,242,0,266,1
1003026954441829,1187,1187,1187,2374,0,22,1,243,0,267,1
1003026954441829,1187,1187,1187,2374,0,21,1,240,0,263,1
1003026954441829,1187,1187,1187,2374,0,21,1,235,0,258,1
1003026954441829,1187,1187,1187,2374,0,21,1,247,0,271,1
1003026954441829,1187,1187,1187,2374,0,22,1,230,0,253,1
1003026954441829,1187,1187,1187,2374,0,21,1,233,0,256,1
1003026954441829,1187,1187,1187,2374,0,21,1,233,0,256,1
1003026954441829,1187,1187,1187,2374,0,21,1,234,0,257,1
1003026954441829,1187,1187,1187,2374,0,21,1,238,0,260,1
1003026954441829,1187,1187,1187,2374,0,22,1,233,0,257,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,227,0,250,1
1003026954441829,1187,1187,1187,2374,0,21,1,230,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,250,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,228,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,251,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
1003026954441829,1187,1187,1187,2374,0,21,1,229,0,252,1
100055128505715869,0,1,1,1,0,0,0,0,0,0,1
100055128505715869,1,1,1,2,0,0,0,0,0,0,1
100055128505715869,2,2,2,4,0,0,0,0,0,0,1
100055128505715869,1,4,4,5,0,0,0,0,0,0,1
100055128505715869,4,4,4,8,0,0,0,0,0,0,1
100055128505715869,5,8,8,13,0,0,0,0,0,0,1
100055128505715869,8,8,8,16,0,0,0,0,0,0,1
100055128505715869,13,16,16,29,0,0,0,0,0,0,1
100055128505715869,16,16,16,32,0,0,0,0,0,0,1
100055128505715869,32,32,32,64,0,0,0,0,0,0,1
100055128505715869,64,64,64,128,0,0,0,1,0,1,1
100055128505715869,29,128,128,157,0,0,0,1,0,1,1
100055128505715869,128,128,128,256,0,0,0,3,0,4,1
100055128505715869,256,256,256,512,0,1,0,13,0,15,1
100055128505715869,512,512,512,1024,0,4,0,50,0,55,1
100055128505715869,157,1024,1024,1181,0,9,0,65,0,76,1
100055128505715869,1024,1024,1024,2048,0,17,1,191,0,210,1
100055128505715869,1181,1535,1535,2716,0,31,1,337,0,370,1
100055128505715869,1535,1535,1535,3070,0,39,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,41,1,429,0,472,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,39,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,470,1
100055128505715869,1535,1535,1535,3070,0,39,1,429,0,471,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,429,0,471,1
100055128505715869,1535,1535,1535,3070,0,41,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,39,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,430,0,472,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,432,0,474,1
100055128505715869,1535,1535,1535,3070,0,39,1,430,0,472,1
100055128505715869,1535,1535,1535,3070,0,41,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,41,1,427,0,471,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,41,1,427,0,470,1
100055128505715869,1535,1535,1535,3070,0,39,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,470,1
100055128505715869,1535,1535,1535,3070,0,41,1,430,0,473,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,425,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,39,1,428,0,470,1
100055128505715869,1535,1535,1535,3070,0,40,1,429,0,472,1
100055128505715869,1535,1535,1535,3070,0,39,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,425,0,467,1
100055128505715869,1535,1535,1535,3070,0,41,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,41,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,41,1,425,0,468,1
100055128505715869,1535,1535,1535,3070,0,41,1,428,0,472,1
100055128505715869,1535,1535,1535,3070,0,41,1,425,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,429,0,472,1
100055128505715869,1535,1535,1535,3070,0,39,1,425,0,467,1
100055128505715869,1535,1535,1535,3070,0,40,1,429,0,471,1
100055128505715869,1535,1535,1535,3070,0,40,1,425,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,41,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,434,0,477,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,39,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,40,1,430,0,472,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
100055128505715869,1535,1535,1535,3070,0,39,1,427,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,427,0,470,1
100055128505715869,1535,1535,1535,3070,0,40,1,428,0,471,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,469,1
100055128505715869,1535,1535,1535,3070,0,40,1,426,0,468,1
29546363270378696821,0,1,1,1,0,0,0,0,0,0,1
29546363270378696821,1,1,1,2,0,0,0,0,0,0,1
29546363270378696821,2,2,2,4,0,0,0,0,0,0,1
29546363270378696821,1,4,4,5,0,0,0,0,0,0,1
29546363270378696821,4,4,4,8,0,0,0,0,0,0,1
29546363270378696821,8,8,8,16,0,0,0,0,0,0,1
29546363270378696821,5,16,16,21,0,0,0,0,0,0,1
29546363270378696821,16,16,16,32,0,0,0,0,0,0,1
29546363270378696821,21,32,32,53,0,0,0,0,0,0,1
29546363270378696821,32,32,32,64,0,0,0,0,0,0,1
29546363270378696821,53,64,64,117,0,0,0,1,0,1,1
29546363270378696821,64,64,64,128,0,0,0,1,0,1,1
29546363270378696821,128,128,128,256,0,0,0,5,0,6,1
29546363270378696821,256,256,256,512,0,2,0,24,0,26,1
29546363270378696821,512,512,512,1024,0,7,0,88,0,96,1
29546363270378696821,1024,1024,1024,2048,0,26,1,338,0,367,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1253,0,1359,1
29546363270378696821,117,1967,1967,2084,0,51,0,354,0,406,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1237,0,1341,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1237,0,1341,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1240,0,1345,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1249,0,1353,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1243,0,1349,1
29546363270378696821,1967,1967,1967,3934,0,111,2,1240,0,1354,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,102,3,1249,0,1355,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1241,0,1345,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1245,0,1350,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1241,0,1347,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1242,0,1347,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1247,0,1352,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1239,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1237,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1238,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1250,0,1354,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1238,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1241,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1236,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1249,0,1353,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1237,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1236,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1235,0,1340,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1249,0,1353,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1240,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1237,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1243,0,1348,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1244,0,1350,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1240,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1248,0,1353,1
29546363270378696821,1967,1967,1967,3934,0,105,3,1242,0,1351,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1240,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1253,0,1358,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1239,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1239,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1238,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1250,0,1355,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1244,0,1350,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1239,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1253,0,1358,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1240,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1244,0,1349,1
29546363270378696821,1967,1967,1967,3934,0,103,3,1243,0,1351,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1241,0,1347,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1239,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1245,0,1351,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1244,0,1351,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1239,0,1345,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1239,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1252,0,1357,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1245,0,1350,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1255,0,1360,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1237,0,1343,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1241,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1254,0,1359,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1238,0,1342,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1238,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1246,0,1350,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1240,0,1347,1
29546363270378696821,1967,1967,1967,3934,0,105,2,1239,0,1348,1
29546363270378696821,1967,1967,1967,3934,0,105,2,1238,0,1346,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1248,0,1354,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1245,0,1352,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1257,0,1360,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1240,0,1344,1
29546363270378696821,1967,1967,1967,3934,0,100,2,1253,0,1357,1
29546363270378696821,1967,1967,1967,3934,0,101,2,1243,0,1348,1
29546363270378696821,1967,1967,1967,3934,0,102,2,1243,0,1349,1
29546363270378696821,1967,1967,1967,3934,0,103,2,1241,0,1348,1
4973004941902396102547,0,1,1,1,0,0,0,0,0,0,1
4973004941902396102547,1,1,1,2,0,0,0,0,0,0,1
4973004941902396102547,1,2,2,3,0,0,0,0,0,0,1
4973004941902396102547,2,2,2,4,0,0,0,0,0,0,1
4973004941902396102547,4,4,4,8,0,0,0,0,0,0,1
4973004941902396102547,8,8,8,16,0,0,0,0,0,0,1
4973004941902396102547,3,16,16,19,0,0,0,0,0,0,1
4973004941902396102547,16,16,16,32,0,0,0,0,0,0,1
4973004941902396102547,32,32,32,64,0,0,0,0,0,0,1
4973004941902396102547,64,64,64,128,0,0,0,1,0,2,1
4973004941902396102547,19,128,128,147,0,0,0,2,0,2,1
4973004941902396102547,128,128,128,256,0,0,0,6,0,7,1
4973004941902396102547,147,256,256,403,0,1,0,16,0,18,1
4973004941902396102547,256,256,256,512,0,2,0,26,0,28,1
4973004941902396102547,403,512,512,915,0,6,0,77,0,84,1
4973004941902396102547,512,512,512,1024,0,8,0,96,0,105,1
4973004941902396102547,915,1024,1024,1939,0,30,1,343,0,375,1
4973004941902396102547,1024,1024,1024,2048,0,34,1,380,0,417,1
4973004941902396102547,2048,2048,2048,4096,0,136,3,1498,0,1639,1
4973004941902396102547,1939,2445,2445,4384,0,155,3,1722,0,1882,1
4973004941902396102547,2445,2445,2445,4890,0,194,4,2150,0,2349,1
4973004941902396102547,2445,2445,2445,4890,0,190,4,2111,0,2307,1
4973004941902396102547,2445,2445,2445,4890,0,198,4,2126,0,2329,1
4973004941902396102547,2445,2445,2445,4890,0,192,4,2119,0,2316,1
4973004941902396102547,2445,2445,2445,4890,0,190,4,2125,0,2321,1
4973004941902396102547,2445,2445,2445,4890,0,192,4,2111,0,2309,1
4973004941902396102547,2445,2445,2445,4890,0,190,4,2117,0,2312,1
4973004941902396102547,2445,2445,2445,4890,0,196,4,2115,0,2317,1
4973004941902396102547,2445,2445,2445,4890,0,190,4,2112,0,2307,1
4973004941902396102547,2445,2445,2445,4890,0,191,4,2130,0,2327,1
4973004941902396102547,2445,2445,2445,4890,0,190,4,2113,0,2309,1
4973004941902396102547,2445,2445,2445,4890,0,193,4,2130,0,2329,1
4973004941902396102547,2445,2445,2445,4890,0,191,4,2121,0,2318,1
4973004941902396102547,2445,2445,2445,4890,0,190,4,2130,0,2325,1
4973004941902396102547,2445,2445,2445,4890,0,193,4,2115,0,2313,1
4973004941902396102547,2445,2445,2445,4890,0,192,4,2131,0,2329,1
